#{"t_start": 1728372976.4312315, "env_id": "None"}
r,l,t
33.622231,37,67730.946256
37.857393,37,67737.85507
35.457195,36,67745.366221
40.396321,37,67752.124911
35.04014,39,67759.542314
38.357205,38,67767.104587
35.057955,42,67775.010609
43.686245,41,67781.734755
39.792937,36,67788.261715
41.360226,35,67795.084532
33.805251,37,67802.214691
40.821896,35,67808.960095
43.363554,32,67814.482099
30.879188,41,67822.734625
29.014522,39,67830.763448
35.635273,38,67838.371182
48.886856,35,67844.416698
41.832413,41,67852.178173
39.877355,39,67858.39143
35.078798,33,67866.32365
35.973292,40,67874.524879
39.086929,40,67881.865318
40.145803,40,67889.084749
49.698039,38,67895.57799
40.351598,36,67901.890421
39.961264,36,67908.180511
40.1667,34,67914.943186
44.678027,35,67921.248938
47.646818,33,67927.081256
38.291402,41,67936.330022
38.81118,39,67944.234122
39.329666,34,67951.238392
43.474562,37,67958.537821
40.154418,33,67964.921985
41.580784,37,67971.378051
28.81508,37,67978.435463
41.067574,35,67984.625623
41.52975,36,67991.191608
40.738241,37,67998.595303
37.545724,42,68006.418512
39.687898,36,68013.226867
39.174826,35,68020.138263
30.769124,42,68029.510517
34.222132,49,68038.685343
35.048556,29,68044.889642
38.209086,37,68051.72125
38.170876,35,68058.99173
40.559921,41,68065.501892
34.607377,38,68071.691046
38.708019,37,68079.187434
39.152613,43,68088.751588
37.73467,39,68096.754706
39.646015,37,68105.139686
47.897507,34,68110.954475
43.952146,34,68116.85084
39.701333,43,68124.294262
39.027671,35,68129.964927
36.751881,36,68136.296927
36.712844,38,68143.660203
40.808902,38,68149.706301
38.033931,34,68156.870104
37.256743,35,68163.250577
40.543552,36,68169.947762
39.197003,41,68178.40663
36.374956,35,68185.302166
39.08637,37,68193.142985
44.394693,39,68199.604491
41.524435,38,68207.110226
39.120497,36,68214.911533
39.972595,36,68220.798456
44.602585,44,68229.30855
38.135575,35,68236.654671
32.195522,39,68244.259507
40.832094,43,68251.817982
38.720537,34,68258.965835
35.813324,39,68265.95172
36.487758,36,68273.105252
40.386083,34,68280.438199
41.548788,36,68286.369829
47.526076,37,68294.258007
44.075741,43,68302.774018
36.909882,36,68309.750237
38.759986,34,68316.56648
41.804803,40,68323.340489
43.913254,35,68328.660568
41.282678,42,68335.482318
39.227644,36,68342.534367
36.253482,35,68348.876592
40.598944,35,68355.476774
52.13419,36,68361.695744
41.465427,32,68368.336525
27.780583,35,68375.481622
35.831054,40,68382.055485
37.882851,39,68390.038075
31.419797,41,68397.749599
37.463943,44,68407.055196
48.475635,34,68412.417762
38.30396,33,68418.844015
35.231553,40,68426.46519
40.035401,37,68434.29234
38.071946,37,68440.292604
37.447025,36,68447.087787
41.411858,37,68454.388776
38.526781,43,68464.436565
47.051869,31,68470.066688
37.253877,36,68475.762612
44.184927,37,68482.787477
47.010632,39,68488.858263
34.132885,33,68495.415958
40.893713,37,68502.51129
40.810182,35,68508.697505
38.513716,31,68514.735731
33.33163,37,68522.000856
34.603436,38,68530.140237
37.039719,39,68538.57251
42.931948,35,68545.437082
41.106438,37,68551.893432
36.320725,34,68557.87998
34.193529,42,68565.221128
42.155788,35,68571.982795
34.130055,36,68578.845413
51.511343,40,68586.144008
36.332499,37,68593.22592
43.831049,38,68598.806998
30.098334,41,68606.141104
40.481561,41,68613.047985
43.910975,36,68620.165226
40.803482,33,68626.572333
38.893386,37,68633.322165
30.113202,38,68641.760507
34.379557,32,68648.904008
35.388582,36,68656.251703
42.655136,38,68662.109201
42.043125,35,68668.718293
33.515013,39,68676.502173
42.975206,39,68683.160994
42.710416,39,68691.287106
44.12437,31,68697.039383
38.572136,36,68704.041981
41.034379,37,68710.875231
37.653791,35,68716.8305
39.857769,37,68724.55294
41.727782,33,68730.206572
41.884961,32,68736.566595
37.99874,39,68744.654423
36.530081,40,68752.413615
43.781602,38,68759.218831
40.753118,34,68766.160671
34.764463,37,68774.070023
38.967218,35,68779.693558
40.480946,37,68785.635517
51.505309,33,68790.636561
47.392617,35,68796.632744
49.366987,37,68803.063044
36.009308,38,68809.519491
43.394547,39,68816.317395
40.662241,37,68823.760718
34.126496,34,68830.49438
32.526327,36,68838.246855
32.858648,38,68845.444031
3.62221,46,68851.774283
31.427031,41,68860.164952
32.245814,39,68867.475932
35.847511,41,68876.629043
35.920542,41,68884.4986
44.628191,40,68891.811826
35.654059,35,68897.854412
36.703521,40,68904.774522
44.713394,37,68910.516747
41.879062,40,68916.653377
42.695331,37,68922.88012
36.77473,36,68930.550138
38.703421,34,68937.948913
37.811254,36,68944.702671
38.413905,39,68951.67335
39.08476,40,68958.984513
38.321283,43,68968.570956
39.903776,36,68975.794711
40.988066,32,68981.05652
37.582013,36,68988.054991
34.105953,37,68995.865656
43.804099,38,69002.768926
41.835091,36,69010.413243
38.407374,44,69020.382281
40.926459,33,69026.84985
30.928195,40,69034.815863
40.551678,45,69042.425456
35.888391,36,69048.299345
44.556147,33,69054.203815
40.526208,32,69059.423278
30.528369,40,69067.078484
1.955428,44,69074.950203
40.648576,33,69081.765803
35.549495,31,69088.872605
32.780492,37,69096.064662
39.880864,37,69102.900743
31.297615,38,69111.037396
35.679914,38,69118.458961
36.627947,38,69125.335738
39.937157,36,69132.155266
32.71792,37,69138.753726
42.653576,37,69146.07647
38.159367,33,69152.779087
41.043436,36,69159.395622
32.276345,38,69165.996436
29.427226,42,69174.214498
46.544906,33,69179.33608
38.130065,36,69186.323166
44.091249,42,69194.992462
30.922195,45,69205.892493
39.431137,35,69212.556694
36.910368,40,69219.593928
35.832551,35,69227.049951
42.353101,38,69233.842294
38.230405,38,69241.89965
41.093537,35,69249.298385
42.79201,33,69255.046628
36.669229,38,69262.769076
39.359469,36,69270.121866
40.647509,39,69277.138549
38.446443,37,69283.875921
39.029137,37,69290.971961
47.514313,41,69299.166953
35.311496,36,69306.196856
38.524783,36,69311.484429
42.062816,36,69317.832276
35.641758,39,69325.574273
1.134718,52,69335.104696
43.549504,34,69341.04679
38.865495,36,69347.402821
43.422093,35,69352.850212
35.713298,43,69361.643975
39.43322,30,69368.082339
40.128044,29,69373.554469
40.411425,33,69378.717994
41.182278,37,69385.836636
36.375037,33,69392.55943
44.007493,39,69398.650859
42.455547,38,69405.417568
45.29643,34,69411.857861
40.727202,36,69419.036421
40.81325,36,69426.29137
40.50568,38,69434.012407
36.690574,36,69441.432638
36.74387,39,69448.81378
41.340735,31,69455.595493
38.676075,39,69464.018438
44.141904,38,69470.76217
41.607177,35,69476.270607
35.631928,43,69483.689358
40.762496,36,69490.512233
39.100059,34,69497.044193
38.389684,36,69503.282493
36.832696,36,69510.110145
40.849079,40,69517.113527
45.923059,43,69525.298696
35.22479,40,69533.475144
41.350251,34,69539.589574
46.898621,34,69546.390667
39.239899,35,69553.320498
46.901428,39,69559.869719
42.098095,34,69565.829546
39.012797,38,69573.410099
41.196805,38,69579.252889
41.624132,40,69586.791501
41.672422,36,69592.538734
31.155811,37,69600.32547
36.799637,33,69606.662248
42.982805,38,69614.943803
29.168054,25,69621.119841
30.383708,24,69626.588618
28.463454,24,69632.458905
28.596455,25,69638.490154
29.030865,24,69644.154794
29.086431,25,69650.179528
29.030865,24,69655.889251
29.863785,25,69661.87552
29.030865,24,69667.705931
55.934625,30,69676.046393
55.013374,31,69684.977151
55.600948,31,69694.05632
56.398566,31,69702.71287
55.149262,31,69711.701678
55.013374,31,69720.480232
54.410963,30,69729.029219
55.149262,31,69737.938596
55.307453,30,69746.588161
56.121271,31,69755.345337
55.013374,30,69763.997108
55.013374,31,69772.882553
55.013374,30,69781.329781
55.074334,31,69790.329869
53.298047,32,69799.227611
55.013374,30,69807.704231
55.862057,30,69816.047427
55.013374,30,69824.492689
56.184152,30,69832.726702
55.149262,32,69841.655819
55.013374,30,69850.309258
56.112253,30,69858.980444
55.505752,30,69867.284426
55.013374,30,69876.199002
55.712079,31,69885.454328
55.712079,31,69894.711524
55.013374,30,69903.495328
55.013374,31,69912.791883
55.574222,30,69921.537952
55.013374,30,69930.272971
55.013374,30,69939.223632
55.013374,30,69948.065624
55.832466,32,69957.136976
51.423935,32,69966.486756
55.013374,30,69975.207883
54.636112,30,69983.55803
55.149262,30,69992.301101
55.013374,30,70001.294372
56.072711,31,70010.607043
55.149262,30,70019.193745
55.013374,32,70028.18926
55.947305,31,70036.908157
55.013374,30,70045.797657
55.013374,30,70054.967853
55.712079,31,70064.385329
55.013374,30,70073.233681
54.410963,30,70081.645481
55.013374,30,70090.335567
55.013374,30,70098.981118
55.013374,31,70107.715911
55.013374,31,70116.41953
55.934625,30,70125.081136
55.096728,31,70134.172791
55.013374,30,70142.911411
55.013374,30,70151.638911
55.013374,30,70160.301361
55.013374,31,70169.156787
54.232659,30,70177.935434
56.311195,30,70186.260636
55.307453,30,70194.637959
55.760644,31,70203.849107
55.852065,30,70212.116636
55.013374,31,70221.008587
55.422332,32,70230.579526
55.013374,30,70239.204372
53.402229,34,70249.148907
55.390239,30,70257.835908
54.740503,31,70266.774868
56.112253,30,70275.050992
55.149262,31,70284.166914
55.013374,30,70292.846008
56.080737,32,70301.667606
55.32788,33,70311.699287
56.34691,31,70319.93591
55.013374,30,70328.743927
55.013374,30,70337.267947
55.149262,30,70346.052984
55.013374,30,70354.660318
55.013374,30,70363.480617
55.233004,30,70371.90626
55.013374,30,70380.533962
54.961503,31,70389.439934
55.013374,31,70398.563095
55.096728,31,70407.800113
55.600948,31,70416.887786
49.267739,26,70423.334268
48.718707,26,70429.489611
54.33826,30,70438.157608
55.699882,30,70446.350682
55.149262,30,70454.986182
51.163102,33,70464.450025
55.367028,31,70473.467672
55.578788,30,70482.049036
51.022453,26,70487.944159
45.556308,25,70494.150809
55.578788,30,70502.911139
46.612898,26,70509.512863
55.578788,30,70518.186282
48.988418,25,70524.481246
48.740728,26,70530.722606
45.175159,25,70536.978438
55.578788,31,70545.489347
49.230782,25,70551.73885
48.988418,25,70557.98245
48.988418,25,70564.314337
49.04029,26,70570.937984
48.213062,25,70576.859606
48.740728,25,70583.106628
48.905307,25,70589.167212
49.555911,25,70594.966527
44.44073,25,70601.323448
47.571496,25,70607.48208
47.571496,24,70613.248566
46.929843,26,70619.644076
47.950996,25,70625.648563
51.799757,26,70631.605823
49.685737,26,70637.901443
47.257208,25,70644.040809
47.895498,25,70650.142639
48.988418,25,70656.306616
47.055637,24,70662.115006
47.571496,25,70668.206285
48.740728,25,70674.449555
48.988418,25,70680.712229
48.740728,25,70686.864043
42.519022,25,70692.978703
47.571496,24,70698.854876
49.360487,26,70704.942396
47.571496,24,70710.632374
45.589674,26,70717.035105
48.740728,25,70723.333064
48.717217,25,70729.470797
48.988418,25,70735.80935
48.988418,25,70742.0779
48.988418,25,70748.434016
48.740728,25,70754.791238
48.205142,25,70761.003836
48.740728,25,70767.225815
48.988418,25,70773.427816
48.988418,25,70779.731577
48.717217,26,70785.929741
48.988418,25,70792.228281
45.556308,25,70798.543966
48.740728,26,70804.927322
45.175159,25,70811.212272
48.740728,26,70817.629691
48.740728,25,70823.688617
49.594815,25,70829.441926
48.988418,26,70835.910075
48.740728,25,70842.076364
48.740728,26,70848.431911
47.055637,24,70854.08694
47.571496,24,70859.742432
47.571496,24,70865.607564
48.376834,26,70871.628053
49.786427,25,70877.277128
48.740728,27,70884.266487
48.988418,25,70890.34725
47.774669,25,70896.488576
45.481862,26,70903.059136
48.988418,25,70909.270914
47.259346,25,70915.540499
48.988418,25,70921.774879
48.988418,27,70928.484273
48.266121,25,70934.56492
48.988418,25,70940.891633
48.988418,26,70947.379278
48.415739,27,70954.174567
50.337388,26,70960.391743
48.988418,25,70966.786853
46.972684,25,70972.881398
48.988418,25,70979.273222
48.988418,25,70985.469039
48.988418,26,70992.120373
48.988418,25,70998.279997
48.802118,26,71004.68812
48.988418,26,71011.474161
48.991631,25,71017.437724
48.988418,25,71023.727009
48.988418,26,71030.215595
48.988418,25,71036.353518
48.988418,25,71042.651555
47.571496,25,71048.499879
49.043845,26,71054.959091
49.937343,26,71061.089843
49.932497,26,71067.41391
48.740728,26,71073.710279
50.647186,26,71079.87629
48.740728,27,71086.418104
47.571496,25,71092.447054
49.444145,25,71098.181966
45.935978,25,71104.476939
43.417146,25,71110.573961
48.718707,25,71116.732234
48.988418,25,71122.843887
48.988418,25,71128.987235
48.988418,25,71135.108432
49.082749,26,71141.1997
49.940165,26,71147.424404
48.740728,25,71153.517164
46.874429,26,71160.025379
48.988418,26,71166.46619
49.11071,25,71172.413543
50.620069,25,71178.033786
48.740728,25,71184.067255
48.718707,25,71190.070769
49.718152,25,71195.863893
48.740728,25,71201.896703
47.571496,24,71207.677251
48.988418,25,71213.75124
48.785104,25,71219.682832
48.213062,25,71225.661272
48.988418,25,71231.729789
48.914442,25,71237.475644
48.988418,26,71243.78943
48.988418,25,71249.874382
48.988418,25,71256.079005
49.718152,25,71261.878661
48.740728,25,71267.83659
48.988418,26,71274.445138
48.988418,25,71280.522851
48.988418,25,71286.451801
48.062249,25,71292.62777
46.520766,25,71298.811403
48.988418,25,71305.038805
48.988418,25,71311.127813
48.284389,27,71317.851087
48.740728,25,71324.14338
48.988418,25,71330.35737
48.988418,25,71336.698815
48.988418,25,71342.861476
49.408545,25,71348.6963
48.283162,26,71355.035247
45.556308,25,71361.315633
48.988418,25,71367.419459
49.11071,25,71373.567202
49.297094,25,71379.538215
48.78511,25,71385.616364
48.988418,25,71391.770658
50.182595,25,71397.539097
48.988418,25,71403.879491
48.988418,25,71409.973233
49.378875,25,71415.732027
49.932497,25,71421.715554
50.29839,25,71427.435744
48.988418,25,71433.825838
46.750062,26,71440.419132
48.051235,25,71446.577485
49.444145,26,71452.75711
48.988418,26,71459.124627
46.81847,25,71465.327424
47.082467,25,71471.5391
49.074179,26,71478.116097
45.616332,26,71484.784163
49.418792,26,71491.120106
48.991631,25,71496.971601
49.706485,26,71503.235279
47.774669,25,71509.360217
48.988418,25,71515.532756
48.988418,27,71522.303694
49.11071,26,71528.265123
49.234252,25,71534.513841
48.988418,25,71540.664935
48.988418,25,71546.997031
48.988418,26,71553.297874
47.788387,24,71559.100774
48.988418,25,71565.474746
48.78511,25,71571.394935
48.988418,25,71577.667586
48.575813,26,71583.838492
48.740728,25,71589.961006
48.988418,25,71596.320223
48.740728,25,71602.453802
48.740728,25,71608.805617
48.988418,25,71614.983545
49.718152,25,71620.863869
48.722331,25,71626.880283
48.740728,25,71633.14373
47.788387,24,71638.829564
47.788387,25,71645.084109
50.182595,25,71650.897605
50.115866,25,71656.536403
48.740728,26,71663.136395
45.837098,27,71669.95929
48.740728,25,71676.327364
48.740728,25,71682.42311
44.44073,25,71688.724659
48.740728,25,71694.929392
48.988418,25,71701.105093
48.740728,25,71707.446194
48.988418,25,71713.61809
48.988418,25,71719.85007
48.988418,25,71726.082669
50.182595,25,71731.770776
48.266121,26,71738.491897
48.213062,25,71744.56961
50.461298,25,71750.164433
48.740728,25,71756.499274
48.988418,25,71762.715247
48.78511,25,71768.753559
48.718707,25,71774.897783
48.988418,25,71780.993014
49.408545,25,71787.017089
48.988418,26,71793.250411
48.988418,25,71799.51913
48.988418,25,71805.769255
48.205142,25,71811.952397
48.718707,25,71818.112
44.44073,26,71824.489333
47.259346,25,71830.744586
48.988418,25,71836.956059
47.571496,24,71842.911917
48.988418,25,71849.184512
49.11071,25,71855.210213
48.740728,25,71861.332111
48.988418,25,71867.594915
45.616332,26,71874.287728
48.257756,25,71880.298205
48.740728,25,71886.570058
49.62275,27,71893.030282
48.988418,25,71899.297039
45.616332,26,71905.958604
48.740728,25,71912.24173
49.132637,26,71918.547321
48.988418,26,71925.228535
48.988418,25,71931.484667
48.718707,25,71937.561144
48.988418,25,71943.964413
48.988418,25,71950.216046
48.988418,25,71956.506227
47.055637,25,71962.397845
48.740728,25,71968.529295
48.988418,25,71974.860781
48.785104,26,71981.15001
48.988418,25,71987.520818
48.988418,25,71993.735965
48.988418,25,71999.932064
48.722331,25,72006.033104
48.988418,25,72012.306712
49.932497,26,72018.317766
49.923306,27,72024.659326
49.710008,26,72030.729828
48.988418,25,72037.020754
48.988418,25,72043.087718
49.65949,26,72049.658059
44.819368,26,72056.307631
48.988418,26,72062.91932
48.988418,25,72069.093449
48.988418,25,72075.45575
50.182595,26,72081.580203
42.44238,25,72087.663832
48.988418,25,72094.039145
49.11071,25,72099.973606
48.988418,25,72106.191572
48.266121,25,72112.513011
48.740728,25,72118.675658
50.05954,26,72125.082914
48.988418,25,72131.365785
48.988418,25,72137.458899
49.34897,25,72143.472785
48.301952,25,72149.636976
46.548817,26,72156.293384
47.774669,27,72163.038696
48.988418,25,72169.190757
48.988418,25,72175.525922
49.594815,25,72181.342167
47.577399,25,72187.356917
48.090133,25,72193.358019
55.578788,30,72201.898681
48.740728,25,72208.22803
48.740728,26,72214.674651
48.988418,25,72220.984803
48.988418,26,72227.277542
48.266121,35,72237.456312
48.905307,34,72246.974189
48.905307,32,72255.895232
48.436217,34,72265.58029
48.266121,27,72272.516215
48.266121,34,72282.345394
48.266121,34,72291.90456
48.266121,34,72301.717768
47.784986,54,72318.36921
48.266121,50,72334.168748
48.266121,36,72344.605514
48.988418,26,72351.252752
48.391742,34,72360.95336
48.266121,34,72370.100234
48.740728,26,72376.876407
48.266121,35,72386.972279
49.34897,34,72396.438526
48.266121,34,72406.247211
48.988418,26,72412.752759
47.774669,34,72422.468488
47.788387,35,72432.321133
47.571496,34,72442.043309
48.988418,26,72448.772915
48.213062,35,72458.761992
48.988418,26,72465.568153
48.740728,27,72472.402517
50.218294,30,72480.477546
48.301952,25,72486.770894
48.988418,26,72494.011044
48.988418,26,72500.883363
48.988418,26,72507.706071
48.988418,26,72514.572649
48.988418,26,72521.429229
49.932497,32,72530.428344
47.997362,35,72540.677061
47.950996,35,72550.926944
48.991631,34,72560.938391
45.859337,31,72569.774709
48.740728,27,72577.006184
48.740728,25,72583.39209
48.376834,37,72594.510926
48.988418,27,72601.669966
48.165313,28,72609.180234
48.988418,26,72615.976464
48.988418,26,72622.854546
48.213062,39,72634.786704
41.837885,27,72641.763359
48.575813,25,72648.200485
48.266121,25,72654.502709
48.68816,41,72667.272347
46.395789,27,72674.325747
48.988418,26,72681.124861
42.432511,26,72687.703091
48.988418,26,72694.587823
46.686486,33,72704.40906
48.988418,26,72711.149803
49.230782,25,72717.529555
48.740728,26,72724.25475
48.740728,26,72731.096213
46.588718,35,72741.624269
48.988418,26,72748.262604
48.988418,26,72755.145166
49.230782,25,72761.338921
48.78511,34,72771.153371
49.316545,25,72777.056913
48.988418,25,72783.446673
48.740728,27,72790.618031
48.988418,26,72797.313713
48.121106,34,72806.714653
48.266121,26,72813.35411
48.988418,26,72820.040799
48.575813,25,72826.546061
48.988418,26,72833.27165
46.027387,36,72844.206167
50.520819,31,72852.382933
45.10371,25,72858.780243
48.988418,27,72865.926769
48.988418,27,72873.145918
48.740728,27,72880.304588
48.99942,34,72890.092599
48.988418,26,72896.897849
48.575813,25,72903.168235
48.988418,26,72909.980421
49.033521,35,72920.046298
48.988418,26,72926.851496
44.819368,27,72934.148974
48.717217,40,72946.239554
48.257756,25,72952.533412
48.740728,26,72959.466415
49.932497,30,72967.414361
48.740728,27,72974.691594
48.988418,26,72981.498182
48.740728,26,72988.301038
50.296016,26,72995.129561
48.717217,25,73001.653791
48.740728,26,73008.572911
48.740728,27,73015.669407
48.740728,26,73022.592924
47.082467,42,73035.602614
49.737216,25,73041.475598
48.740728,26,73048.159281
47.571496,24,73054.080882
42.519022,25,73060.665803
48.740728,27,73067.856939
47.257208,25,73074.262907
48.740728,27,73081.270462
44.971521,36,73092.116945
42.432511,25,73098.510916
48.376834,28,73105.742691
48.740728,27,73112.919146
44.44073,26,73119.578887
42.519022,25,73125.767565
42.44238,26,73132.434623
44.44073,25,73138.643312
44.44073,25,73145.093256
44.44073,26,73151.958255
44.44073,25,73158.404242
47.577242,38,73169.935193
41.774432,28,73177.459745
41.518599,33,73187.03821
42.747372,26,73193.986212
44.44073,37,73205.199199
48.740728,26,73212.26309
48.051235,35,73222.639496
48.740728,26,73229.649282
48.740728,27,73236.913733
43.880602,25,73243.365734
48.740728,27,73250.853191
48.740728,27,73258.382984
47.362772,25,73264.846377
48.740728,27,73272.236345
48.740728,26,73279.418432
48.740728,27,73287.219285
48.740728,27,73294.930734
48.740728,27,73302.372067
48.722331,36,73313.173363
49.432856,32,73322.293193
48.740728,26,73329.921438
48.740728,26,73336.743668
48.740728,27,73344.0346
48.740728,27,73351.161242
47.716425,32,73360.071401
47.571496,25,73366.075749
51.028917,38,73376.792559
49.737893,31,73384.841665
46.640607,26,73391.108499
48.205142,25,73397.294275
44.44073,25,73403.496206
42.44238,25,73409.929565
48.740728,26,73416.640589
44.44073,26,73423.293724
49.289046,29,73430.931111
48.051235,36,73441.350778
48.740728,26,73448.044324
48.740728,27,73455.237824
48.740728,26,73462.060054
44.536865,28,73469.682762
48.484405,27,73476.228648
48.662756,37,73486.957552
42.928824,36,73497.860284
48.740728,26,73504.651075
50.024379,28,73511.779605
48.740728,27,73519.014024
44.44073,25,73525.27706
48.740728,26,73531.837066
48.740728,26,73538.866308
45.069259,26,73545.319605
48.740728,26,73552.093685
48.740728,26,73559.220934
48.988418,27,73566.381753
45.631503,32,73575.753717
48.205142,25,73581.974927
47.788387,25,73588.26674
46.233683,36,73598.875541
48.988418,27,73606.022351
49.142459,33,73614.943102
42.44238,25,73621.197117
48.179805,27,73628.192236
46.686486,29,73636.159628
48.740728,26,73642.885223
48.027815,25,73648.802721
44.828565,25,73655.182108
50.175334,25,73661.121242
49.594815,29,73668.699901
46.233683,35,73679.052957
48.740728,27,73686.208914
48.740728,26,73692.934002
44.44073,26,73699.871603
47.055637,24,73705.81652
48.988418,26,73712.644603
44.44073,25,73719.04987
48.740728,26,73725.791829
48.740728,27,73732.857189
48.740728,27,73739.94786
48.988418,27,73747.059215
46.44831,34,73757.079222
48.740728,26,73763.73627
48.740728,26,73770.565572
48.740728,27,73777.586254
48.740728,26,73784.368667
44.828565,25,73790.584523
44.44073,43,73804.357953
45.59598,32,73813.55613
44.44073,25,73820.098638
46.270192,31,73828.906853
42.44238,25,73835.180918
43.650093,27,73842.017968
42.519022,25,73848.305537
46.027387,36,73858.771299
48.988418,26,73865.477517
42.44238,26,73871.917332
48.283162,25,73877.794632
48.718707,25,73883.964226
48.213062,25,73890.08116
47.293724,32,73899.189231
48.988418,27,73906.327647
44.44073,25,73912.611935
47.571496,24,73918.528679
42.44238,25,73924.758304
48.257756,25,73930.94313
44.44073,25,73937.276263
48.416228,35,73947.070588
44.44073,25,73953.359478
48.988418,26,73960.160335
44.44073,25,73966.519454
40.935422,25,73972.843563
40.935422,25,73979.127504
44.44073,25,73985.35946
48.740728,26,73992.204277
44.44073,26,73998.941224
50.013319,31,74007.455333
44.44073,26,74014.001463
48.283162,25,74020.175714
49.607723,27,74027.356534
42.44238,25,74033.572646
44.44073,25,74039.938604
44.44073,25,74046.226131
49.211992,39,74057.755129
42.44238,25,74064.075669
44.44073,25,74070.424191
44.44073,25,74076.701188
44.44073,25,74082.985072
44.44073,25,74089.19555
44.44073,25,74095.555442
46.246333,34,74105.303595
48.740728,26,74112.163021
47.571496,24,74118.147762
48.740728,27,74125.296147
48.988418,27,74132.560785
48.988418,26,74139.380657
48.988418,26,74146.267884
48.740728,26,74152.644528
50.397232,28,74159.851054
48.988418,25,74166.243763
48.988418,27,74173.428356
48.301952,25,74179.675895
47.055637,24,74185.456952
50.182595,30,74193.385243
50.182595,30,74201.357183
44.44073,26,74207.719033
44.44073,25,74214.019426
48.988418,26,74220.616678
48.988418,26,74227.367039
48.988418,26,74234.035482
46.233683,25,74240.397121
48.988418,27,74247.553696
47.055637,24,74253.361279
49.11071,34,74263.114374
47.571496,24,74268.930822
48.257756,34,74278.549167
48.988418,27,74285.607321
48.740728,27,74292.785267
45.139524,26,74299.371271
42.44238,27,74306.20261
48.988418,27,74313.455284
48.988418,27,74320.278451
44.44073,25,74326.550129
44.889292,26,74333.331775
48.301952,26,74339.675963
48.740728,26,74346.362909
50.671683,25,74352.069262
49.230782,25,74358.228934
44.44073,25,74364.575406
48.301952,25,74370.772592
48.051229,25,74376.804162
48.988418,27,74384.015631
48.057405,31,74392.786219
50.05954,32,74401.54619
48.090139,26,74408.084694
45.556308,39,74420.026249
49.432856,33,74429.187216
48.740728,26,74435.875798
49.230782,25,74442.218201
41.38842,34,74452.168588
48.740728,27,74459.436189
49.408545,25,74465.793683
44.44073,26,74472.452243
49.932497,25,74478.666324
49.432856,33,74487.797887
48.205142,25,74494.23262
45.413352,25,74500.563536
48.740728,26,74507.461763
48.740728,26,74514.093492
48.740728,27,74521.241506
48.213062,40,74533.483628
49.932497,32,74542.567388
48.046991,34,74552.474282
48.988418,27,74559.468693
48.988418,27,74566.645935
48.740728,26,74573.474986
48.988418,27,74581.005666
48.988418,27,74588.50957
48.740728,27,74595.956351
48.988418,26,74602.76892
48.988418,26,74609.474542
48.988418,27,74616.768037
48.988418,26,74623.585958
48.740728,26,74630.498506
47.571496,24,74636.456399
48.740728,26,74643.324491
48.717217,25,74649.639221
48.988418,26,74656.537559
48.988418,26,74663.360551
48.662756,25,74669.438287
48.988418,27,74676.870757
46.19028,31,74685.797486
48.740728,27,74692.595393
48.988418,27,74699.30811
48.740728,26,74706.189318
48.740728,26,74712.451632
48.988418,27,74719.692818
45.807474,26,74726.437853
47.082467,25,74732.740674
47.055637,24,74738.81291
47.033098,36,74749.684749
48.740728,27,74756.972243
48.988418,27,74764.191824
48.213062,25,74770.470234
48.662756,25,74776.530216
48.740728,27,74783.832299
48.988418,27,74790.838897
48.988418,25,74797.316987
48.301952,25,74803.734835
48.740728,26,74810.606923
49.392531,26,74816.772997
47.571496,24,74822.712087
48.988418,25,74829.192386
48.991631,25,74835.200788
47.571496,24,74841.07819
48.740728,26,74848.037174
48.205142,26,74854.347319
47.571496,25,74860.872757
48.740728,25,74867.304986
48.988418,26,74873.66004
48.740728,25,74880.152792
48.988418,25,74886.520272
48.988418,25,74893.013049
48.718707,25,74899.292906
48.988418,25,74905.582819
51.223403,25,74911.362653
48.740728,25,74917.677415
44.894879,25,74923.931096
48.988418,26,74930.811785
48.988418,25,74937.090217
48.988418,25,74943.437436
46.027387,26,74950.216937
44.44073,28,74957.374294
44.44073,25,74963.729694
48.988418,26,74970.189294
44.44073,26,74976.716079
44.44073,25,74983.096387
51.889194,31,74988.904984
44.44073,25,74995.282865
47.62037,34,75004.586816
47.577399,25,75010.702742
42.32579,32,75019.46443
42.920327,30,75027.990488
39.58523,29,75035.93876
42.44238,25,75042.3502
46.640607,25,75048.323886
39.58523,37,75059.618307
42.44238,25,75065.827252
42.44238,25,75072.123174
42.44238,25,75078.47282
44.837457,37,75088.844605
44.44073,33,75098.454438
51.881092,33,75104.848942
49.000302,27,75112.09218
44.44073,43,75125.099189
44.44073,37,75136.423876
48.283162,30,75144.422228
44.44073,36,75155.471737
45.616151,36,75166.424024
44.44073,36,75177.378482
40.935422,38,75189.136955
48.988418,26,75195.966967
44.44073,40,75208.745599
43.242607,29,75216.84627
46.060472,30,75225.209026
48.322757,26,75231.742717
42.44238,27,75238.828278
48.014049,35,75248.557627
40.951569,30,75257.123702
44.44073,25,75263.495481
41.518599,36,75274.716297
41.518599,34,75284.926193
45.10371,25,75291.427419
44.44073,25,75297.899997
41.518599,35,75308.396469
44.44073,34,75319.040828
44.44073,32,75328.262868
41.518599,36,75339.505948
44.44073,42,75353.039241
44.44073,27,75360.0899
45.952062,34,75370.182194
42.44238,36,75381.143024
48.283162,25,75387.420116
47.501392,25,75393.548802
52.084838,31,75399.504302
45.631503,30,75407.716943
42.902245,38,75419.115654
44.44073,36,75430.008445
44.44073,37,75441.297727
